,down,time,TimeSecs,PlayTimeDiff,SideofField
244763,2.0,00:40,2740.0,19.0,CHI
131429,3.0,05:29,3029.0,40.0,ATL
71709,2.0,00:11,11.0,34.0,OAK
33499,4.0,10:37,3337.0,21.0,PIT
138572,1.0,10:56,1556.0,25.0,CAR
358233,3.0,05:14,3014.0,41.0,IND
61161,,05:55,355.0,5.0,CLE
403747,3.0,07:41,1361.0,35.0,TEN
77785,1.0,05:59,2159.0,29.0,TB
159651,3.0,02:41,161.0,45.0,NYJ
54369,3.0,05:03,2103.0,5.0,JAC
178215,2.0,00:34,1834.0,0.0,MID
352472,3.0,10:14,1514.0,41.0,SD
182152,3.0,12:23,3443.0,5.0,DAL
337340,,06:26,2186.0,0.0,BUF
386700,1.0,13:25,805.0,29.0,LAC
59043,3.0,13:59,839.0,4.0,ATL
182089,,00:00,900.0,1.0,STL
96276,1.0,13:16,1696.0,11.0,NE
210849,2.0,02:52,2872.0,0.0,NE
265535,1.0,01:42,2802.0,8.0,MIN
380125,4.0,09:39,1479.0,42.0,CLE
235661,4.0,05:43,2143.0,7.0,NO
389442,,13:31,2611.0,0.0,MIN
193148,1.0,12:31,751.0,26.0,DEN
153112,2.0,08:45,1425.0,40.0,MIN
24944,,09:54,3294.0,4.0,BAL
143784,1.0,02:39,1959.0,42.0,CAR
268729,3.0,07:19,3139.0,38.0,NE
79095,2.0,10:22,3322.0,36.0,TB
105427,2.0,10:56,2456.0,27.0,NYJ
28957,2.0,07:15,3135.0,35.0,STL
158840,3.0,08:22,2302.0,33.0,CAR
178872,1.0,12:07,2527.0,41.0,STL
286337,2.0,11:07,667.0,39.0,CAR
59827,4.0,02:59,2879.0,35.0,DAL
146272,1.0,01:21,2781.0,25.0,NYG
261531,4.0,07:20,1340.0,8.0,PHI
31632,4.0,00:28,1828.0,0.0,DEN
147829,3.0,14:20,2660.0,40.0,NO
226142,2.0,13:37,817.0,4.0,OAK
245285,1.0,11:48,2508.0,42.0,CIN
369558,2.0,01:29,1889.0,0.0,TB
148151,,10:53,3353.0,5.0,TEN
147174,1.0,13:31,1711.0,41.0,CHI
130631,1.0,12:45,1665.0,11.0,NYJ
166774,2.0,03:19,1999.0,27.0,IND
328859,3.0,02:36,1956.0,30.0,TEN
254018,2.0,12:35,2555.0,36.0,ATL
42418,,00:00,2700.0,16.0,SF
212443,3.0,07:55,3175.0,36.0,NE
35321,1.0,04:52,1192.0,39.0,NO
101243,1.0,01:32,1892.0,0.0,JAC
402693,3.0,13:27,1707.0,45.0,KC
358774,1.0,02:53,2873.0,45.0,SF
380361,1.0,09:18,558.0,29.0,DAL
117806,3.0,03:21,201.0,43.0,MIA
195314,4.0,12:30,2550.0,5.0,DEN
260002,3.0,04:04,2944.0,46.0,CAR
338444,1.0,06:13,2173.0,28.0,TB
241729,,07:12,432.0,6.0,BAL
227379,2.0,07:44,1364.0,2.0,SF
10002,1.0,09:46,2386.0,6.0,NYJ
16276,3.0,05:56,1256.0,40.0,SD
342219,2.0,01:45,1905.0,6.0,GB
366329,1.0,00:51,2751.0,36.0,IND
269870,,00:30,930.0,50.0,ARI
349157,1.0,03:06,1086.0,0.0,LA
299116,3.0,07:21,2241.0,38.0,SF
32646,1.0,13:02,2582.0,43.0,CLE
293974,1.0,02:25,1045.0,10.0,ATL
79646,,04:29,2069.0,37.0,SF
198005,,06:42,2202.0,0.0,SF
121208,,11:21,3381.0,0.0,CAR
71159,1.0,01:16,76.0,0.0,CLE
186939,,11:40,1600.0,4.0,CIN
104525,1.0,14:48,2688.0,8.0,TB
228464,1.0,03:21,1101.0,25.0,WAS
302663,2.0,03:17,197.0,30.0,DET
42020,1.0,11:09,669.0,12.0,BUF
178298,4.0,12:55,3475.0,4.0,CAR
273182,2.0,03:46,1126.0,30.0,ATL
38998,,12:23,1643.0,42.0,WAS
109249,1.0,12:28,3448.0,0.0,CIN
101876,2.0,03:19,199.0,42.0,CAR
203484,,09:26,2366.0,2.0,GB
44202,2.0,09:25,1465.0,57.0,PHI
154331,3.0,00:46,1846.0,6.0,WAS
5345,2.0,10:03,1503.0,41.0,DAL
66632,1.0,05:10,1210.0,43.0,SEA
276495,3.0,05:33,333.0,6.0,WAS
259693,4.0,03:28,2008.0,45.0,WAS
63322,1.0,02:43,163.0,11.0,MIA
68954,1.0,06:12,1272.0,30.0,DEN
120286,,05:57,357.0,25.0,NO
398817,,09:48,588.0,12.0,JAX
9848,2.0,05:23,2123.0,35.0,BUF
2099,1.0,14:54,2694.0,6.0,WAS
81778,4.0,07:16,2236.0,6.0,ARI
209775,2.0,11:36,3396.0,34.0,CLE
90979,1.0,09:39,2379.0,5.0,SD
111601,,01:11,1871.0,10.0,SD
146489,1.0,00:35,1835.0,0.0,WAS
403757,,04:23,1163.0,5.0,LA
398197,3.0,03:07,2887.0,41.0,NYJ
99481,1.0,11:37,1597.0,31.0,ATL
146807,2.0,11:28,2488.0,32.0,BAL
332185,1.0,06:04,3064.0,31.0,NE
26460,2.0,02:35,155.0,0.0,WAS
95571,3.0,13:42,1722.0,40.0,DET
396416,1.0,05:27,3027.0,6.0,NO
394604,,15:00,1800.0,0.0,IND
292712,1.0,00:22,22.0,3.0,NE
404293,2.0,00:13,1813.0,5.0,SEA
229147,3.0,13:30,1710.0,37.0,CLE
128409,2.0,10:47,647.0,32.0,DEN
120669,2.0,06:19,3079.0,45.0,IND
196072,1.0,13:36,1716.0,36.0,WAS
184090,2.0,12:17,1637.0,41.0,CLE
6693,1.0,01:22,1882.0,38.0,TB
404004,,15:00,3600.0,0.0,JAX
350147,2.0,08:45,2325.0,39.0,BUF
376540,1.0,11:51,2511.0,47.0,HOU
385858,1.0,00:04,4.0,15.0,DET
149864,4.0,02:15,1935.0,0.0,SEA
206594,4.0,07:24,2244.0,18.0,DET
401691,2.0,07:06,426.0,32.0,NE
101651,,08:23,1403.0,3.0,MIN
206173,1.0,14:56,3596.0,4.0,NYJ
227725,2.0,01:22,1882.0,3.0,DET
87250,1.0,00:33,33.0,5.0,BAL
139934,,04:39,2079.0,6.0,DEN
231639,,02:13,1033.0,8.0,NYG
193254,1.0,03:45,2025.0,38.0,HOU
151657,1.0,04:28,1168.0,31.0,WAS
90516,4.0,02:36,1056.0,40.0,TEN
332369,1.0,02:08,2828.0,8.0,OAK
231359,1.0,12:46,2566.0,32.0,WAS
44778,1.0,04:16,2956.0,4.0,CLE
404881,1.0,00:17,17.0,5.0,OAK
40435,3.0,00:55,55.0,0.0,CIN
403606,2.0,07:51,471.0,25.0,WAS
245724,1.0,12:19,739.0,30.0,KC
257199,1.0,10:11,2411.0,10.0,HOU
242623,2.0,02:31,151.0,7.0,BUF
320741,1.0,06:28,2188.0,41.0,KC
215879,2.0,04:04,1144.0,29.0,DEN
341972,3.0,10:33,3333.0,40.0,MIN
318435,2.0,00:56,956.0,32.0,JAC
15490,1.0,12:46,3466.0,35.0,DEN
326486,1.0,13:47,1727.0,29.0,ATL
82252,2.0,05:01,3001.0,38.0,CIN
86361,1.0,12:01,721.0,4.0,ATL
55231,2.0,12:18,1638.0,26.0,MIA
334480,4.0,14:57,2697.0,3.0,JAX
297844,2.0,05:08,3008.0,38.0,TB
271594,3.0,12:42,762.0,36.0,WAS
163897,1.0,15:00,3600.0,0.0,CLE
81312,1.0,11:08,668.0,11.0,KC
157570,2.0,03:51,231.0,4.0,NYG
210471,2.0,10:39,3339.0,35.0,IND
271127,2.0,01:38,98.0,4.0,KC
363320,4.0,08:30,510.0,5.0,JAX
170830,2.0,05:57,2157.0,28.0,ARI
101096,1.0,11:07,1567.0,27.0,IND
229727,1.0,05:08,308.0,7.0,STL
56444,2.0,09:50,2390.0,36.0,CIN
207107,4.0,04:15,2955.0,6.0,OAK
212901,3.0,15:00,900.0,21.0,NYJ
1737,,05:29,3029.0,5.0,SF
159771,3.0,05:13,1213.0,25.0,DAL
361148,3.0,08:46,1426.0,41.0,NE
159369,3.0,08:03,2283.0,40.0,NO
401747,1.0,04:56,2996.0,0.0,OAK
396689,3.0,06:24,384.0,45.0,IND
239072,4.0,01:47,1907.0,3.0,BUF
16552,3.0,06:09,2169.0,46.0,CLE
134483,,01:07,1867.0,8.0,NYG
103053,1.0,05:04,304.0,38.0,BUF
10790,2.0,12:26,3446.0,43.0,MIN
166256,1.0,09:01,1441.0,12.0,TEN
384502,1.0,07:58,2278.0,38.0,ATL
352306,1.0,04:45,1185.0,29.0,HOU
200716,2.0,07:54,474.0,5.0,MID
227208,3.0,03:32,1112.0,42.0,TB
177970,,11:34,3394.0,4.0,JAC
65586,1.0,06:05,1265.0,74.0,NE
193487,1.0,11:06,666.0,7.0,OAK
368497,1.0,15:00,1800.0,0.0,NYG
344002,1.0,01:48,1908.0,10.0,TEN
396603,2.0,07:36,2256.0,39.0,IND
114399,2.0,00:34,1834.0,5.0,CHI
383648,1.0,02:53,1973.0,25.0,BUF
104328,2.0,05:27,3027.0,20.0,HOU
12565,1.0,01:31,1891.0,29.0,DEN
218192,1.0,03:18,2898.0,38.0,CLE
361526,1.0,13:23,803.0,10.0,LA
316318,3.0,09:36,576.0,5.0,ARI
66324,1.0,15:00,3600.0,0.0,NO
362300,1.0,13:39,2619.0,24.0,GB
299083,1.0,06:40,3100.0,41.0,SF
180085,1.0,04:00,2940.0,22.0,BUF
194121,2.0,10:59,1559.0,38.0,BUF
226068,1.0,09:31,2371.0,33.0,OAK
150603,,00:47,1847.0,12.0,DEN
298405,2.0,03:23,2903.0,35.0,WAS
181266,2.0,04:19,2959.0,37.0,MIA
19038,3.0,05:17,1217.0,44.0,PHI
73833,1.0,04:55,2995.0,31.0,NYG
193102,1.0,13:14,1694.0,25.0,DEN
370436,2.0,07:34,2254.0,41.0,OAK
31517,1.0,04:03,243.0,5.0,OAK
179768,,03:10,1090.0,0.0,WAS
300210,3.0,02:56,1976.0,47.0,HOU
48822,2.0,02:21,1941.0,37.0,CLE
232213,2.0,10:16,3316.0,30.0,DET
143044,4.0,10:08,2408.0,9.0,CLE
319428,1.0,08:21,2301.0,7.0,LA
383384,,01:34,94.0,6.0,PIT
224679,2.0,10:27,627.0,6.0,DEN
383645,3.0,03:34,2014.0,39.0,NYJ
333778,3.0,02:26,2846.0,45.0,IND
154724,4.0,12:14,734.0,0.0,CAR
225870,4.0,11:09,2469.0,0.0,PHI
288573,,03:03,2883.0,8.0,HOU
380372,1.0,06:14,374.0,0.0,DAL
18173,2.0,03:16,1096.0,41.0,BUF
334798,3.0,01:05,65.0,25.0,BUF
222264,3.0,13:58,1738.0,9.0,SF
328404,2.0,13:20,800.0,41.0,NE
180129,2.0,04:10,2050.0,23.0,BUF
193455,2.0,05:08,1208.0,41.0,OAK
25112,2.0,08:49,3229.0,35.0,MIA
43392,1.0,10:25,625.0,5.0,CLE
390582,,15:00,1800.0,0.0,DAL
168648,,02:00,120.0,19.0,WAS
367479,2.0,04:46,286.0,34.0,DEN
49346,1.0,14:55,1795.0,5.0,NYJ
370964,3.0,00:04,1804.0,5.0,MIA
325099,2.0,02:02,1022.0,32.0,DAL
357513,2.0,01:25,2785.0,24.0,MIN
253896,1.0,04:58,1198.0,7.0,KC
378931,1.0,08:44,1424.0,41.0,BUF
375731,1.0,00:11,11.0,0.0,DAL
352450,2.0,01:17,1877.0,33.0,CAR
122191,1.0,07:54,474.0,4.0,CLE
267540,4.0,14:07,1747.0,7.0,ARI
294239,1.0,02:24,2844.0,8.0,PHI
106678,2.0,02:00,1920.0,0.0,OAK
290588,2.0,06:55,3115.0,35.0,NYG
189799,,14:13,2653.0,20.0,CLE
49863,1.0,00:17,1817.0,0.0,NYG
31101,1.0,07:32,1352.0,26.0,NE
403201,,15:00,1800.0,0.0,TB
242916,3.0,04:46,1186.0,22.0,NO
84190,2.0,09:04,2344.0,43.0,CLE
185644,,05:06,3006.0,0.0,PHI
164170,2.0,10:13,1513.0,9.0,CIN
378574,2.0,02:25,1045.0,38.0,TEN
216175,3.0,00:10,1810.0,43.0,SEA
316875,2.0,00:42,42.0,9.0,CAR
14823,3.0,04:16,2056.0,4.0,ARI
62040,4.0,02:16,1036.0,5.0,ARI
338197,1.0,13:03,-117.0,43.0,PHI
385546,1.0,05:46,3046.0,47.0,MIA
348453,,08:48,1428.0,3.0,GB
392296,3.0,12:04,1624.0,13.0,PHI
396008,2.0,11:12,672.0,6.0,LA
286919,4.0,05:19,319.0,1.0,NE
240154,,09:22,3262.0,6.0,TB
132422,4.0,10:22,622.0,15.0,MIN
44112,3.0,12:39,3459.0,5.0,PHI
290298,1.0,11:12,1572.0,29.0,CLE
295847,,08:06,3186.0,3.0,CLE
131358,1.0,01:49,1009.0,5.0,CHI
60540,,14:14,2654.0,5.0,PIT
323918,3.0,04:07,247.0,0.0,CIN
178395,3.0,09:31,1471.0,26.0,CAR
64232,2.0,03:04,184.0,41.0,SD
373227,4.0,04:23,263.0,8.0,DEN
363369,3.0,06:31,3091.0,46.0,DET
217722,2.0,05:42,1242.0,39.0,NE
198351,3.0,00:21,1821.0,7.0,PIT
205397,2.0,01:14,1874.0,6.0,HOU
18673,3.0,09:37,1477.0,4.0,STL
128712,1.0,05:20,1220.0,43.0,PIT
357477,,00:00,0.0,36.0,JAX
228983,2.0,07:43,1363.0,39.0,MIN
30180,1.0,12:21,2541.0,39.0,MIN
396128,1.0,14:35,1775.0,25.0,PHI
205599,2.0,09:41,1481.0,28.0,DEN
115582,2.0,08:53,3233.0,41.0,GB
175591,,11:25,2485.0,5.0,WAS
245484,4.0,04:35,2075.0,36.0,TEN
236897,4.0,13:21,2601.0,4.0,TB
336592,1.0,07:31,2251.0,40.0,ARI
341115,2.0,14:47,2687.0,6.0,NO
193649,1.0,07:58,478.0,5.0,NYJ
277575,3.0,14:25,865.0,35.0,NO
232787,2.0,02:38,1958.0,6.0,SF
23567,2.0,01:55,1015.0,38.0,JAC
45729,3.0,08:11,1391.0,4.0,DEN
312051,2.0,13:02,1682.0,38.0,TB
171513,1.0,04:06,2946.0,41.0,CIN
87507,1.0,00:57,1857.0,0.0,BUF
242283,,15:00,3600.0,0.0,CIN
181904,1.0,00:47,947.0,0.0,GB
125851,1.0,14:23,3563.0,27.0,STL
344142,4.0,15:00,2700.0,0.0,BUF
8483,,06:46,406.0,0.0,CHI
42596,3.0,15:00,2700.0,0.0,NYG
127743,2.0,10:22,3322.0,33.0,DET
60988,1.0,13:33,813.0,42.0,JAC
331556,2.0,10:36,1536.0,36.0,NO
275729,3.0,08:54,1434.0,47.0,BAL
346674,2.0,13:43,823.0,39.0,CIN
386193,1.0,05:01,301.0,22.0,CHI
197483,1.0,14:29,2669.0,31.0,SD
245347,1.0,05:09,1209.0,36.0,BAL
350419,3.0,14:03,843.0,25.0,PIT
52139,,04:51,1191.0,6.0,DEN
230154,2.0,05:12,2112.0,31.0,NYJ
208377,1.0,10:35,2435.0,5.0,KC
33747,1.0,12:30,1650.0,8.0,HOU
133458,1.0,04:21,1161.0,34.0,OAK
342431,1.0,05:00,1200.0,36.0,MIA
243283,,14:50,890.0,10.0,SD
264652,3.0,02:00,1920.0,0.0,DAL
9739,,03:32,1112.0,6.0,TB
60842,1.0,00:04,4.0,0.0,BAL
115080,3.0,02:35,1955.0,43.0,NYJ
154344,3.0,12:35,1655.0,16.0,PIT
350432,1.0,07:49,469.0,33.0,PIT
100091,1.0,14:55,3595.0,5.0,DEN
83548,2.0,12:58,1678.0,41.0,GB
206854,1.0,14:16,856.0,4.0,WAS
305766,3.0,06:43,2203.0,38.0,BAL
327267,2.0,04:20,1160.0,45.0,ARI
244821,,00:55,1855.0,12.0,NE
191648,,00:15,1815.0,5.0,DET
404992,1.0,10:39,1539.0,12.0,NYG
222160,,08:00,480.0,10.0,PHI
218197,1.0,15:00,2700.0,39.0,CLE
59215,1.0,14:24,864.0,31.0,NO
139412,1.0,13:04,2584.0,5.0,PIT
52875,,00:00,900.0,24.0,GB
162496,3.0,08:04,2284.0,43.0,IND
80382,1.0,01:51,1011.0,35.0,MIA
102602,2.0,03:39,2919.0,4.0,ATL
338147,,11:34,694.0,0.0,DAL
38161,,13:30,810.0,0.0,GB
373276,1.0,00:38,2738.0,29.0,SEA
70903,3.0,00:24,1824.0,0.0,DAL
240475,1.0,04:43,283.0,16.0,OAK
322815,1.0,07:35,455.0,10.0,ARI
247686,4.0,03:07,1087.0,9.0,CIN
268728,2.0,07:57,3177.0,6.0,NE
153328,4.0,13:48,828.0,0.0,MIA
237816,4.0,11:24,2484.0,0.0,DEN
232614,2.0,01:36,1896.0,24.0,OAK
355652,1.0,13:53,3533.0,27.0,ARI
183037,,06:12,372.0,0.0,ATL
294286,1.0,01:49,1909.0,6.0,PHI
336026,1.0,12:24,1644.0,32.0,TEN
47018,2.0,06:07,367.0,7.0,WAS
187416,1.0,15:00,2700.0,35.0,MIA
238247,2.0,08:24,504.0,23.0,NYJ
288989,2.0,04:15,2055.0,26.0,SD
77333,4.0,10:52,652.0,5.0,CAR
313226,,15:00,1800.0,0.0,ARI
35810,,00:13,1813.0,5.0,DAL
258225,2.0,06:19,379.0,5.0,OAK
273582,1.0,00:27,27.0,0.0,KC
315282,2.0,10:48,3348.0,36.0,PIT
286074,2.0,09:31,2371.0,7.0,MIA
391255,,00:13,1813.0,5.0,WAS
317850,2.0,00:40,1840.0,18.0,KC
276435,1.0,12:02,1622.0,39.0,NYG
109865,,00:31,1831.0,4.0,NYJ
294541,1.0,14:02,842.0,0.0,SD
177765,3.0,03:25,205.0,7.0,CLE
67367,,09:05,545.0,0.0,CIN
301090,1.0,05:27,2127.0,50.0,BUF
184283,1.0,10:02,1502.0,14.0,CAR
86038,2.0,10:24,624.0,26.0,NYG
350345,,07:10,2230.0,0.0,PIT
38076,1.0,13:21,2601.0,4.0,PIT
204864,2.0,02:36,1956.0,5.0,CIN
170394,2.0,07:15,435.0,21.0,NYJ
77620,1.0,14:02,1742.0,28.0,DAL
14102,2.0,10:45,3345.0,41.0,CLE
93389,4.0,11:38,3398.0,39.0,TEN
83561,1.0,05:59,1259.0,26.0,NE
178407,1.0,05:57,1257.0,34.0,CAR
256461,1.0,10:44,3344.0,47.0,DET
13617,2.0,14:15,1755.0,33.0,STL
361735,3.0,09:44,3284.0,42.0,WAS
335971,1.0,14:01,2641.0,6.0,TEN
150084,2.0,07:03,1323.0,40.0,SF
293187,2.0,08:10,1390.0,29.0,STL
372263,1.0,12:54,774.0,8.0,CIN
148277,2.0,10:03,603.0,44.0,PIT
205066,2.0,10:40,1540.0,37.0,DET
231888,1.0,04:14,2954.0,34.0,TEN
406357,3.0,09:26,1466.0,35.0,OAK
261776,1.0,08:48,3228.0,33.0,NE
241022,4.0,00:35,35.0,46.0,WAS
3411,1.0,06:29,389.0,41.0,TEN
347939,3.0,00:17,17.0,26.0,NYJ
88681,3.0,01:08,1868.0,27.0,DAL
173301,1.0,06:16,2176.0,46.0,CAR
53845,1.0,06:37,2197.0,6.0,SF
25893,4.0,10:53,1553.0,39.0,SEA
153471,2.0,10:03,1503.0,42.0,CLE
182026,1.0,04:13,2053.0,33.0,STL
139565,2.0,02:00,2820.0,39.0,SD
81790,,01:59,1919.0,6.0,CAR
114604,4.0,00:28,928.0,7.0,NYG
27243,2.0,01:03,1863.0,6.0,CIN
396325,1.0,05:44,1244.0,39.0,PIT
136493,1.0,00:04,904.0,37.0,GB
234522,1.0,09:50,3290.0,39.0,DET
5551,3.0,06:43,403.0,46.0,MIA
173241,2.0,13:39,3519.0,40.0,CAR
174286,1.0,05:20,320.0,8.0,NYJ
153273,3.0,00:52,1852.0,4.0,MIA
83610,3.0,04:39,279.0,6.0,NE
44974,4.0,09:18,2358.0,8.0,PIT
85856,1.0,10:06,606.0,35.0,CIN
268077,2.0,12:32,1652.0,33.0,DAL
237303,,01:48,1908.0,8.0,BUF
58137,1.0,09:05,545.0,26.0,STL
322800,1.0,12:32,752.0,23.0,BUF
173232,1.0,00:29,29.0,6.0,BUF
325875,3.0,00:58,58.0,44.0,HOU
395905,1.0,03:56,2936.0,44.0,ARI
134584,4.0,11:40,3400.0,5.0,CHI
264666,2.0,14:22,1762.0,38.0,DAL
127865,1.0,13:50,830.0,32.0,DET
249923,4.0,03:10,190.0,0.0,SF
36192,2.0,06:16,1276.0,70.0,SF
313316,3.0,11:52,3412.0,41.0,SEA
154684,3.0,13:49,1729.0,39.0,CHI
18842,,00:00,1800.0,1.0,IND
317913,1.0,09:23,563.0,21.0,SD
36167,1.0,00:07,1807.0,2.0,SF
336335,1.0,01:37,-803.0,23.0,CIN
91121,1.0,01:22,2782.0,14.0,SEA
224641,4.0,11:04,1564.0,44.0,OAK
194619,1.0,05:19,2119.0,28.0,MIN
222500,4.0,01:43,103.0,0.0,CLE
209028,1.0,05:10,3010.0,35.0,MIN
219208,,11:25,685.0,3.0,STL
334648,4.0,07:32,3152.0,8.0,BUF
307233,4.0,05:10,310.0,19.0,CAR
192387,3.0,13:40,1720.0,39.0,NYG
308744,1.0,09:35,2375.0,9.0,TEN
291344,2.0,13:02,2582.0,16.0,TEN
317409,,13:20,3500.0,28.0,CIN
6984,4.0,12:56,2576.0,6.0,STL
225438,4.0,00:04,4.0,4.0,NO
110626,4.0,09:28,3268.0,37.0,TB
251654,1.0,07:09,1329.0,0.0,MIN
218490,,08:19,499.0,5.0,OAK
118739,3.0,08:35,2315.0,41.0,STL
170142,2.0,03:06,1986.0,41.0,IND
163444,3.0,01:53,1913.0,0.0,NYJ
3898,2.0,12:18,1638.0,36.0,KC
353669,3.0,13:14,1694.0,30.0,NYG
129149,3.0,04:50,2990.0,68.0,STL
81744,2.0,04:45,2985.0,8.0,ARI
60020,1.0,07:08,2228.0,6.0,WAS
359665,,15:00,2700.0,0.0,CIN
293569,1.0,10:01,1501.0,28.0,OAK
300505,,03:42,2922.0,4.0,ATL
207132,4.0,10:20,2420.0,5.0,HOU
157701,,14:16,856.0,5.0,DAL
402666,1.0,03:17,1997.0,5.0,KC
76786,2.0,09:24,1464.0,5.0,TEN
220395,1.0,04:01,1141.0,0.0,JAC
23783,1.0,01:43,103.0,9.0,MIA
338771,1.0,05:51,3051.0,0.0,NYG
191023,1.0,14:56,3596.0,4.0,NO
87243,2.0,01:42,102.0,0.0,BAL
151778,3.0,10:02,2402.0,4.0,BAL
180843,1.0,14:20,1760.0,40.0,KC
223208,1.0,01:04,64.0,23.0,JAC
146281,,13:39,2619.0,9.0,CLE
346252,2.0,04:19,2059.0,46.0,CHI
119754,1.0,00:46,46.0,29.0,NE
105061,4.0,03:00,2880.0,0.0,NYJ
43589,1.0,07:59,479.0,9.0,KC
23130,2.0,04:42,2982.0,35.0,NO
223557,,08:43,3223.0,0.0,ATL
88234,1.0,10:16,616.0,9.0,NYG
233821,1.0,04:53,2993.0,34.0,CHI
334616,2.0,03:30,210.0,0.0,JAX
366489,2.0,10:34,3334.0,34.0,BUF
391907,1.0,10:38,2438.0,12.0,ATL
287152,1.0,11:57,3417.0,30.0,SF
288207,4.0,00:10,10.0,26.0,MIN
25473,,01:04,2764.0,0.0,NO
251289,3.0,00:23,1823.0,0.0,CAR
77630,2.0,11:03,1563.0,22.0,IND
287982,4.0,13:26,806.0,14.0,NO
125631,2.0,07:29,449.0,31.0,GB
152493,2.0,00:10,2710.0,24.0,JAC
62066,3.0,08:09,489.0,3.0,ARI
139607,,02:47,1967.0,7.0,SD
374181,1.0,04:56,2096.0,14.0,IND
46200,2.0,14:17,2657.0,43.0,HOU
194570,2.0,12:30,3450.0,36.0,MIN
9164,,00:53,1853.0,24.0,TEN
131481,3.0,02:00,1920.0,13.0,NO
357748,3.0,00:57,1857.0,24.0,SD
163645,1.0,07:04,1324.0,45.0,TEN
40321,1.0,06:04,2164.0,0.0,KC
78068,1.0,01:56,116.0,0.0,BAL
363951,2.0,14:12,1752.0,14.0,BAL
252492,3.0,09:34,2374.0,43.0,STL
359511,1.0,10:32,2432.0,32.0,DAL
4974,4.0,06:30,2190.0,7.0,DEN
354266,,15:00,3600.0,0.0,CHI
76456,1.0,06:44,1304.0,6.0,WAS
76075,4.0,09:38,2378.0,23.0,SF
331886,1.0,07:34,2254.0,46.0,LA
279121,2.0,11:51,1611.0,41.0,KC
113851,3.0,03:49,2029.0,5.0,JAC
66476,1.0,10:25,625.0,17.0,CAR
61289,1.0,11:54,1614.0,51.0,WAS
13953,1.0,12:33,2553.0,7.0,NYG
146260,1.0,06:10,3070.0,41.0,CLE
361904,2.0,09:41,3281.0,37.0,SEA
380130,1.0,07:11,1331.0,46.0,CLE
193308,3.0,03:31,1111.0,3.0,HOU
249562,4.0,04:23,263.0,8.0,DET
371626,2.0,04:45,2985.0,6.0,MIN
139365,2.0,02:00,120.0,0.0,DAL
2233,2.0,09:59,3299.0,4.0,GB
187422,1.0,12:16,2536.0,46.0,ATL
218942,1.0,00:56,1856.0,11.0,TEN
47251,,01:52,2812.0,0.0,SD
15250,1.0,10:43,643.0,45.0,BUF
44787,2.0,01:46,2806.0,8.0,CLE
1919,2.0,07:32,3152.0,20.0,SEA
236709,3.0,15:00,2700.0,6.0,NYG
61471,3.0,04:54,1194.0,0.0,CAR
97240,3.0,02:15,135.0,4.0,SEA
285000,,00:00,900.0,10.0,PIT
69130,1.0,08:32,1412.0,40.0,SF
29998,3.0,01:28,2788.0,39.0,ARI
262575,1.0,02:13,1033.0,39.0,NYG
324824,,15:00,3600.0,0.0,PHI
125770,3.0,05:53,1253.0,0.0,NYG
245668,,00:01,1801.0,6.0,KC
14719,2.0,12:07,727.0,39.0,PHI
298269,2.0,00:28,1828.0,5.0,HOU
66597,1.0,00:47,1847.0,6.0,SEA
222623,1.0,07:50,1370.0,34.0,NYG
122809,1.0,12:15,2535.0,39.0,DET
76082,,07:02,2222.0,9.0,SF
388109,2.0,10:24,1524.0,34.0,NE
33268,2.0,11:40,700.0,27.0,MIN
355724,3.0,02:00,1920.0,0.0,ARI
228761,1.0,01:16,1876.0,44.0,ARI
131646,1.0,07:40,2260.0,45.0,MIA
341865,1.0,00:26,1826.0,5.0,CHI
323183,1.0,09:27,567.0,30.0,WAS
255720,4.0,10:18,618.0,22.0,WAS
381977,3.0,10:26,3326.0,0.0,PHI
107023,1.0,01:18,1878.0,42.0,STL
56076,1.0,13:30,2610.0,8.0,DET
274223,3.0,09:47,2387.0,36.0,MIN
262389,,11:00,1560.0,4.0,ATL
252022,,06:34,1294.0,4.0,CAR
118419,1.0,11:22,1582.0,43.0,CLE
308495,2.0,14:33,3573.0,27.0,NYG
123740,2.0,15:00,2700.0,0.0,JAC
137178,3.0,10:04,604.0,43.0,OAK
351322,2.0,09:58,3298.0,36.0,BUF
222337,1.0,02:00,120.0,9.0,SF
80164,4.0,09:45,1485.0,3.0,DEN
31750,2.0,09:35,3275.0,5.0,TB
326936,1.0,09:25,565.0,26.0,DET
80420,1.0,03:40,220.0,14.0,NYJ
353001,2.0,15:00,900.0,0.0,SF
120135,4.0,09:58,3298.0,41.0,NYG
114213,,15:00,1800.0,0.0,SEA
193420,4.0,01:58,1918.0,5.0,SD
104355,1.0,10:06,2406.0,12.0,BAL
191567,,15:00,3600.0,0.0,GB
96797,2.0,01:21,1881.0,5.0,KC
355424,2.0,12:49,769.0,28.0,IND
79804,2.0,06:09,2169.0,5.0,CHI
65901,3.0,11:20,1580.0,48.0,CHI
275046,,06:42,402.0,0.0,TEN
42704,1.0,07:13,433.0,8.0,NYG
207600,2.0,01:30,990.0,38.0,CLE
208467,4.0,11:58,718.0,50.0,DEN
185968,,04:42,282.0,4.0,HOU
141724,2.0,11:12,3372.0,26.0,TEN
182023,,05:23,2123.0,4.0,ARI
194479,2.0,01:37,1897.0,0.0,STL
186979,2.0,12:35,755.0,38.0,CIN
100986,4.0,02:00,120.0,0.0,OAK
370030,3.0,00:58,58.0,0.0,SEA
